10; -0.0059399921312647055
anh; 0.2357178283932401
anh_chị; 0.024527624563824527
anh_em; 0.029138215140361533
ban; 0.03209920632340126
bao_giờ; 0.05832055226870135
biên_soạn; -0.07420995723154525
biết; 0.12674258044233896
buồn; -1.1378197890620905
buồn_ngủ; -0.3709266922681303
buổi; -0.2620784238097356
bài; 0.9675606351166954
bài_học; 0.4585546351809466
bài_học_sinh; 0.024908844693323207
bài_tập; 2.379863033970838
bàn_ghế; -0.10823580457420054
bám; 0.19718793031478396
báo; -0.07049450544271156
báo_cáo; -0.055279575200251285
bên; 0.014663001484532666
bó; -0.005312444616467765
bóng; -0.0005972587016828455
bù; -0.04576418245106466
bạn; 0.015403065650221951
bản_chất; -0.0034501382672567898
bảng; -0.09792416670551035
bảo; 0.282854439866089
bầu_không_khí; -0.0017268265849594028
bằng; -0.2804260382274192
bị; -1.306824622494037
bỏ; -0.019434157501988476
bối_rối; -0.2787875263293513
bổ_sung; 0.0380949896516937
bổ_ích; 0.4563704826815124
bớt; -0.01844463314029298
bụi; -0.03460580614982815
bức_xúc; -0.19104878402983136
cao; 0.18393462512356795
cao_su; -0.03609816344185973
chi; 0.09919671710403603
chi_tiết; 0.8601168098551918
chia; 0.02579847564986453
chia_sẻ; 0.01424811898157679
chiếm; -0.3885430258202722
chiến_dịch; -0.08512240641003876
chiếu; -0.0367881484413409
cho; 0.01613756090229152
chu_đáo; 0.3660940136130206
chung; -0.18118035064812954
chuyên; 0.13645027287415426
chuyên_nghiệp; 0.6179986028163436
chuyên_ngành; -0.23839754905824362
chuyên_sâu; 0.10904866889514905
chuyện; 0.06431362961386848
chuẩn; 0.03807440443579977
chuẩn_bị; 0.04752276994509796
chuẩn_xác; 0.02492598300330254
chán; -1.5051650258194416
chân_thành; 0.002684639298949992
chép; -0.8343612410041727
chính; 0.1570465877500389
chú_trọng; -0.012433464951278245
chú_ý; -0.05313299706077367
chúc; 0.12375684347923112
chúng_em; 0.009985065592513503
chưa; -26.66658950576541
chương_trình; 0.04257470529790518
chả; -0.8640492467369636
chấm; -0.13571812043031928
chất_lượng; 0.38073386158078276
chậm; -1.7897765676888235
chắc_chắn; -0.004342510108758563
chỉ; -2.239870033040131
chỉ_bảo; 0.0038206122950901807
chỉ_dẫn; 0.11039192370493624
chịu; 0.05839785058059887
chịu_khó; 0.5419416477410165
chọn; 0.28186556704145177
chỗ; 0.011544949890195067
chủ_quan; -0.5328574302628032
chữ_viết; -0.06441049029672677
co; 0.36731364611934403
code; -0.05678532175978132
code_mẫu; -0.021176942214128424
coi; -0.23748812775872882
colonhihi; -0.010459656787862431
colonlove; 0.15128825095591683
colonsad; -0.08319063379623427
colonsmile; 0.6179888620579013
colonsmilesmile; -0.14232946375503736
crack; -0.12056199487992779
cung_cấp; 0.5916804530318357
cuối; -0.04498812745122301
cuốn_hút; -0.013872193202261157
các; -0.5874671040408846
cách; -0.10002786394274597
cái; -0.00614641464866369
còn; -1.8672018590301103
có; 2.3994558254945986
có_lẽ; 0.00415660398857748
có_thể; -0.07316813135134176
có_ích; 0.08122439254289386
cô; 2.984020087912322
cô_giáo; 0.11826778180826325
công_bằng; 0.2586073385452985
công_cụ; -0.08774877998080498
công_thật; -0.044667300952723234
công_trình; -0.057181810953135355
công_ty; -0.06413695227467334
công_tác; 0.02610283652432576
cùng; -0.020736403747462464
căn_bản; 0.0239040058156757
căng; -0.021912151047295016
cũng; -0.00814180815227887
cơ; 0.035342916771677835
